,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/ PRN,PUT/ CALL,INVESTMENT DISCRETION,OTHER MANAGER,VOTING AUTHORITY SOLE,SHARED,NONE,date,Value % at Quarter
202,SANOFI,SPONSORED ADR,80105N105,142039,2805433,SH, ,DFND,"4,11",2805433,0,0,2013-11-14,0.0015433111360732906
203,STARZ,LIBRTY CAP COM A,85571Q102,73766,2622340,SH, ,DFND,4,2622340,0,0,2013-11-14,0.0008014974004574966
204,STARZ,LIBRTY CAP COM A,85571Q102,84390,3000000,SH, ,DFND,"4,8,11",3000000,0,0,2013-11-14,0.0009169314538487668
205,SUNCOR ENERGY INC NEW,COM,867224107,644396,18009957,SH, ,DFND,"4,8,11",18009957,0,0,2013-11-14,0.007001622954548287
206,TORCHMARK CORP,COM,891027104,8416,116326,SH, ,DFND,"2,4,11",116326,0,0,2013-11-14,9.144324109007253e-05
207,TORCHMARK CORP,COM,891027104,48807,674592,SH, ,DFND,"4,5",674592,0,0,2013-11-14,0.0005303077789785136
208,TORCHMARK CORP,COM,891027104,69423,959550,SH, ,DFND,"4,10",959550,0,0,2013-11-14,0.0007543089503560011
209,TORCHMARK CORP,COM,891027104,179815,2485350,SH, ,DFND,"4,11",2485350,0,0,2013-11-14,0.0019537626421829127
210,US BANCORP DEL,COM NEW,902973304,21592,590275,SH, ,DFND,4,590275,0,0,2013-11-14,0.0002346058058004808
211,US BANCORP DEL,COM NEW,902973304,112301,3070000,SH, ,DFND,"1,2,4,11",3070000,0,0,2013-11-14,0.0012201957482956553
212,US BANCORP DEL,COM NEW,902973304,852581,23307300,SH, ,DFND,"4,5",23307300,0,0,2013-11-14,0.00926363711167005
213,US BANCORP DEL,COM NEW,902973304,463809,12679300,SH, ,DFND,"4,8,11",12679300,0,0,2013-11-14,0.005039472220383252
214,US BANCORP DEL,COM NEW,902973304,153812,4204800,SH, ,DFND,"4,5,9",4204800,0,0,2013-11-14,0.001671229538800646
215,US BANCORP DEL,COM NEW,902973304,111569,3050000,SH, ,DFND,"4,10",3050000,0,0,2013-11-14,0.0012122422724784106
216,US BANCORP DEL,COM NEW,902973304,1114623,30470826,SH, ,DFND,"4,11",30470826,0,0,2013-11-14,0.012110829338586017
217,US BANCORP DEL,COM NEW,902973304,63832,1745000,SH, ,DFND,"4,14",1745000,0,0,2013-11-14,0.0006935604759103506
218,U S G CORP,COM NEW,903293405,487923,17072192,SH, ,DFND,"4,11",17072192,0,0,2013-11-14,0.005301480575379214
219,UNITED PARCEL SERVICE INC,CL B,911312106,5427,59400,SH, ,DFND,4,59400,0,0,2013-11-14,5.896654816965585e-05
220,VERISIGN INC,COM,92343E102,230125,4522000,SH, ,DFND,4,4522000,0,0,2013-11-14,0.002500401123556671
221,VERISIGN INC,COM,92343E102,327707,6439520,SH, ,DFND,"4,8,11",6439520,0,0,2013-11-14,0.0035606689885817966
222,VERISK ANALYTICS INC,CL A,92345Y106,101561,1563434,SH, ,DFND,"4,8,11",1563434,0,0,2013-11-14,0.0011035013080262425
223,VIACOM INC NEW,CL B,92553P201,330475,3954000,SH, ,DFND,4,3954000,0,0,2013-11-14,0.0035907444271912692
224,VIACOM INC NEW,CL B,92553P201,305334,3653200,SH, ,DFND,"4,8,11",3653200,0,0,2013-11-14,0.003317577302162097
225,VISA INC,COM CL A,92826C839,297248,1555459,SH, ,DFND,"4,8,11",1555459,0,0,2013-11-14,0.003229719644432258
226,WABCO HLDGS INC,COM,92927K102,205058,2433632,SH, ,DFND,4,2433632,0,0,2013-11-14,0.0022280380384325205
227,WABCO HLDGS INC,COM,92927K102,138413,1642693,SH, ,DFND,"4,8,11",1642693,0,0,2013-11-14,0.0015039131807272114
228,WAL MART STORES INC,COM,931142103,21448,290000,SH, ,DFND,4,290000,0,0,2013-11-14,0.0002330411876069244
229,WAL MART STORES INC,COM,931142103,12573,170000,SH, ,DFND,"1,2,4,11",170000,0,0,2013-11-14,0.00013661072602489093
230,WAL MART STORES INC,COM,931142103,2182,29500,SH, ,DFND,"2,4,11",29500,0,0,2013-11-14,2.3708311794027836e-05
231,WAL MART STORES INC,COM,931142103,310632,4200000,SH, ,DFND,"3,4,5",4200000,0,0,2013-11-14,0.003375142213200025
232,WAL MART STORES INC,COM,931142103,113443,1533840,SH, ,DFND,"4,5",1533840,0,0,2013-11-14,0.0012326040398028873
233,WAL MART STORES INC,COM,931142103,18934,256000,SH, ,DFND,"4,6",256000,0,0,2013-11-14,0.00020572556164441937
234,WAL MART STORES INC,COM,931142103,69966,946000,SH, ,DFND,"4,8,11",946000,0,0,2013-11-14,0.0007602088647942033
235,WAL MART STORES INC,COM,931142103,132314,1789000,SH, ,DFND,"4,5,9",1789000,0,0,2013-11-14,0.0014376450809876257
236,WAL MART STORES INC,COM,931142103,62792,849000,SH, ,DFND,"4,10",849000,0,0,2013-11-14,0.0006822604556235545
237,WAL MART STORES INC,COM,931142103,2860247,38672895,SH, ,DFND,"4,11",38672895,0,0,2013-11-14,0.03107773954350721
238,WAL MART STORES INC,COM,931142103,37794,511000,SH, ,DFND,"4,14",511000,0,0,2013-11-14,0.0004106470833838167
239,WASHINGTON POST CO,CL B,939640108,90670,148311,SH, ,DFND,"1,2,4,11",0,0,"148,311",2013-11-14,0.0009851661917344198
240,WASHINGTON POST CO,CL B,939640108,396256,648165,SH, ,DFND,"4,10",0,0,"648,165",2013-11-14,0.004305481575735241
241,WASHINGTON POST CO,CL B,939640108,546733,894304,SH, ,DFND,"4,11",0,0,"894,304",2013-11-14,0.0059404749917892855
242,WASHINGTON POST CO,CL B,939640108,22611,36985,SH, ,DFND,"4,12",0,0,"36,985",2013-11-14,0.0002456776526007165
243,WELLS FARGO & CO NEW,COM,949746101,276822,6699470,SH, ,DFND,4,6699470,0,0,2013-11-14,0.0030077828998379347
244,WELLS FARGO & CO NEW,COM,949746101,661120,16000000,SH, ,DFND,"1,2,4,11",16000000,0,0,2013-11-14,0.007183335973083265
245,WELLS FARGO & CO NEW,COM,949746101,219141,5303500,SH, ,DFND,"2,4,11",5303500,0,0,2013-11-14,0.0023810555246815096
246,WELLS FARGO & CO NEW,COM,949746101,281507,6812857,SH, ,DFND,"3,4,5",6812857,0,0,2013-11-14,0.0030586873181491264
247,WELLS FARGO & CO NEW,COM,949746101,3092960,74853819,SH, ,DFND,"4,5",74853819,0,0,2013-11-14,0.03360626033293141
248,WELLS FARGO & CO NEW,COM,949746101,33882,820000,SH, ,DFND,"4,6",820000,0,0,2013-11-14,0.00036814162245886857
249,WELLS FARGO & CO NEW,COM,949746101,70244,1700000,SH, ,DFND,"4,7",1700000,0,0,2013-11-14,0.0007632294471400969
250,WELLS FARGO & CO NEW,COM,949746101,1490379,36069200,SH, ,DFND,"4,8,11",36069200,0,0,2013-11-14,0.016193570129821915
251,WELLS FARGO & CO NEW,COM,949746101,424232,10267000,SH, ,DFND,"4,5,9",10267000,0,0,2013-11-14,0.004609452121450054
252,WELLS FARGO & CO NEW,COM,949746101,2314675,56018270,SH, ,DFND,"4,10",56018270,0,0,2013-11-14,0.025149879285903474
253,WELLS FARGO & CO NEW,COM,949746101,10007282,242189787,SH, ,DFND,"4,11",242189787,0,0,2013-11-14,0.10873316309200846
254,WELLS FARGO & CO NEW,COM,949746101,115200,2788000,SH, ,DFND,"4,12",2788000,0,0,2013-11-14,0.0012516945548450994
255,WELLS FARGO & CO NEW,COM,949746101,66514,1609720,SH, ,DFND,"4,13",1609720,0,0,2013-11-14,0.0007227014897653381
256,WELLS FARGO & CO NEW,COM,949746101,82640,2000000,SH, ,DFND,"4,14",2000000,0,0,2013-11-14,0.0008979169966354081
257,AMERICAN EXPRESS CO,COM,025816109,177118,1952142,SH, ,DFND,4,1952142,0,0,2014-02-14,0.0016894673408549246
258,AMERICAN EXPRESS CO,COM,025816109,1562861,17225400,SH, ,DFND,"4,5",17225400,0,0,2014-02-14,0.01490759052042067
259,AMERICAN EXPRESS CO,COM,025816109,76198,839832,SH, ,DFND,"4,7",839832,0,0,2014-02-14,0.0007268263668202189
260,AMERICAN EXPRESS CO,COM,025816109,176297,1943100,SH, ,DFND,"4,8,11",1943100,0,0,2014-02-14,0.0016816361058204171
261,AMERICAN EXPRESS CO,COM,025816109,725353,7994634,SH, ,DFND,"4,10",7994634,0,0,2014-02-14,0.006918891383660283
262,AMERICAN EXPRESS CO,COM,025816109,10910816,120255879,SH, ,DFND,"4,11",120255879,0,0,2014-02-14,0.10407450001737466
263,AMERICAN EXPRESS CO,COM,025816109,126996,1399713,SH, ,DFND,"4,13",1399713,0,0,2014-02-14,0.00121137091893095
264,BANK OF NEW YORK MELLON CORP,COM,064058100,280963,8041300,SH, ,DFND,4,8041300,0,0,2014-02-14,0.002680008878197711
265,BANK OF NEW YORK MELLON CORP,COM,064058100,62679,1793915,SH, ,DFND,"2,4,11",1793915,0,0,2014-02-14,0.0005978733017392124
266,BANK OF NEW YORK MELLON CORP,COM,064058100,300875,8611200,SH, ,DFND,"4,8,11",8611200,0,0,2014-02-14,0.0028699425590833537
267,BANK OF NEW YORK MELLON CORP,COM,064058100,19218,550021,SH, ,DFND,"4,5,9",550021,0,0,2014-02-14,0.00018331385492468264
268,BANK OF NEW YORK MELLON CORP,COM,064058100,197635,5656400,SH, ,DFND,"4,11",5656400,0,0,2014-02-14,0.0018851719074846319
269,CHICAGO BRIDGE & IRON CO N V,N Y REGISTRY SH,167250109,400519,4817400,SH, ,DFND,4,4817400,0,0,2014-02-14,0.0038204122104578504
270,CHICAGO BRIDGE & IRON CO N V,N Y REGISTRY SH,167250109,393531,4733355,SH, ,DFND,"4,8,11",4733355,0,0,2014-02-14,0.0037537560954503738
271,COCA COLA CO,COM,191216100,33048,800000,SH, ,DFND,4,800000,0,0,2014-02-14,0.0003152334414377621
272,COCA COLA CO,COM,191216100,3316499,80283200,SH, ,DFND,"4,5",80283200,0,0,2014-02-14,0.03163493685835441
273,COCA COLA CO,COM,191216100,75349,1824000,SH, ,DFND,"4,6",1824000,0,0,2014-02-14,0.0007187280494702837
274,COCA COLA CO,COM,191216100,595327,14411200,SH, ,DFND,"4,8,11",14411200,0,0,2014-02-14,0.005678618342738398
275,COCA COLA CO,COM,191216100,755081,18278400,SH, ,DFND,"4,10",18278400,0,0,2014-02-14,0.007202456493411609
276,COCA COLA CO,COM,191216100,11562305,279891200,SH, ,DFND,"4,11",279891200,0,0,2014-02-14,0.11028882825293645
277,COCA COLA CO,COM,191216100,146733,3552000,SH, ,DFND,"4,12",3552000,0,0,2014-02-14,0.001399635335345169
278,COCA COLA CO,COM,191216100,39658,960000,SH, ,DFND,"4,13",960000,0,0,2014-02-14,0.0003782839451869635
279,CONOCOPHILLIPS,COM,20825C104,97384,1378400,SH, ,DFND,"4,10",1378400,0,0,2014-02-14,0.0009289122930578257
280,CONOCOPHILLIPS,COM,20825C104,685415,9701558,SH, ,DFND,"4,11",9701558,0,0,2014-02-14,0.0065379366153190425
281,COSTCO WHSL CORP NEW,COM,22160K105,515757,4333363,SH, ,DFND,"4,11",4333363,0,0,2014-02-14,0.004919627634217377
282,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1137353,17947812,SH, ,DFND,4,17947812,0,0,2014-02-14,0.010848816882097647
283,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1173199,18513482,SH, ,DFND,"4,8,11",18513482,0,0,2014-02-14,0.011190739477769942
284,DEERE & CO,COM,244199105,152183,1666300,SH, ,DFND,4,1666300,0,0,2014-02-14,0.0014516210003123623
285,DEERE & CO,COM,244199105,211198,2312467,SH, ,DFND,"4,8,11",2312467,0,0,2014-02-14,0.002014544673347025
286,DIRECTV,COM,25490A309,985887,14275800,SH, ,DFND,4,14275800,0,0,2014-02-14,0.009404035096791061
287,DIRECTV,COM,25490A309,1535818,22238900,SH, ,DFND,"4,8,11",22238900,0,0,2014-02-14,0.014649636696988044
288,EXXON MOBIL CORP,COM,30231G102,1073469,10607400,SH, ,DFND,"4,5",10607400,0,0,2014-02-14,0.010239449502140917
289,EXXON MOBIL CORP,COM,30231G102,279383,2760700,SH, ,DFND,"4,10",2760700,0,0,2014-02-14,0.0026649378046842863
290,EXXON MOBIL CORP,COM,30231G102,2809468,27761543,SH, ,DFND,"4,11",27761543,0,0,2014-02-14,0.026798543520009276
291,GENERAL ELECTRIC CO,COM,369604103,16507,588900,SH, ,DFND,4,588900,0,0,2014-02-14,0.0001574545635987999
292,GENERAL ELECTRIC CO,COM,369604103,15011,535532,SH, ,DFND,"4,5",535532,0,0,2014-02-14,0.0001431847370316584
293,GENERAL ELECTRIC CO,COM,369604103,140102,4998302,SH, ,DFND,"4,8,11",4998302,0,0,2014-02-14,0.0013363845198593968
294,GENERAL ELECTRIC CO,COM,369604103,1001,35702,SH, ,DFND,"4,10",35702,0,0,2014-02-14,9.548192776543205e-06
295,GENERAL ELECTRIC CO,COM,369604103,119087,4248556,SH, ,DFND,"4,11",4248556,0,0,2014-02-14,0.001135929703476724
296,GENERAL ELECTRIC CO,COM,369604103,5004,178510,SH, ,DFND,"4,12",178510,0,0,2014-02-14,4.773142522859361e-05
297,GENERAL MTRS CO,COM,37045V100,747717,18295000,SH, ,DFND,4,18295000,0,0,2014-02-14,0.007132213844454102
298,GENERAL MTRS CO,COM,37045V100,887083,21705000,SH, ,DFND,"4,8,11",21705000,0,0,2014-02-14,0.008461577914879398
299,GOLDMAN SACHS GROUP INC,COM,38141G104,296381,1672012,SH, ,DFND,"3,4,5",1672012,0,0,2014-02-14,0.0028270758474571948
300,GOLDMAN SACHS GROUP INC,COM,38141G104,775684,4375968,SH, ,DFND,"4,8,11",4375968,0,0,2014-02-14,0.007398981384295844
301,GOLDMAN SACHS GROUP INC,COM,38141G104,1167000,6583551,SH, ,DFND,"4,11",6583551,0,0,2014-02-14,0.011131609360865055
302,GRAHAM HLDGS CO,COM,384637104,98378,148311,SH, ,DFND,"1,2,4,11",0,0,"148,311",2014-02-14,0.000938393715255512
303,GRAHAM HLDGS CO,COM,384637104,429941,648165,SH, ,DFND,"4,10",0,0,"648,165",2014-02-14,0.0041010584920477145
304,GRAHAM HLDGS CO,COM,384637104,593210,894304,SH, ,DFND,"4,11",0,0,"894,304",2014-02-14,0.005658425011961234
305,GRAHAM HLDGS CO,COM,384637104,24533,36985,SH, ,DFND,"4,12",0,0,"36,985",2014-02-14,0.00023401180158534913
306,INTERNATIONAL BUSINESS MACHS,COM,459200101,15846,84480,SH, ,DFND,4,84480,0,0,2014-02-14,0.00015114951322387976
307,INTERNATIONAL BUSINESS MACHS,COM,459200101,112090,597588,SH, ,DFND,"4,5",597588,0,0,2014-02-14,0.0010691877405821458
308,INTERNATIONAL BUSINESS MACHS,COM,459200101,89058,474800,SH, ,DFND,"4,8,11",474800,0,0,2014-02-14,0.0008494934588345502
309,INTERNATIONAL BUSINESS MACHS,COM,459200101,12560647,66965116,SH, ,DFND,"4,11",66965116,0,0,2014-02-14,0.11981166728682227
310,JOHNSON & JOHNSON,COM,478160104,29959,327100,SH, ,DFND,4,327100,0,0,2014-02-14,0.0002857685388536043
311,KRAFT FOODS GROUP INC,COM,50076Q106,10387,192666,SH, ,DFND,4,192666,0,0,2014-02-14,9.90780003695847e-05
312,LEE ENTERPRISES INC,COM,523768109,308,88863,SH, ,DFND,"4,5",88863,0,0,2014-02-14,2.937905469705602e-06
313,LIBERTY MEDIA CORP DELAWARE,CL A,531229102,383627,2622340,SH, ,DFND,4,2622340,0,0,2014-02-14,0.0036592852650219184
314,LIBERTY MEDIA CORP DELAWARE,CL A,531229102,391720,2677660,SH, ,DFND,"4,8,11",2677660,0,0,2014-02-14,0.0037364815928346696
315,M & T BK CORP,COM,55261F104,63565,546000,SH, ,DFND,"4,8,11",546000,0,0,2014-02-14,0.0006063245492916772
316,M & T BK CORP,COM,55261F104,19185,164795,SH, ,DFND,"4,10",164795,0,0,2014-02-14,0.00018299907933864277
317,M & T BK CORP,COM,55261F104,543826,4671245,SH, ,DFND,"4,11",4671245,0,0,2014-02-14,0.0051873681167796054
318,MASTERCARD INC,CL A,57636Q104,338361,405000,SH, ,DFND,"4,8,11",405000,0,0,2014-02-14,0.0032275085475164194
319,MEDIA GEN INC,CL A,584404107,105005,4646220,SH, ,DFND,4,4235978,0,"410,242",2014-02-14,0.0010016063761247944
320,MONDELEZ INTL INC,CL A,609207105,20403,578000,SH, ,DFND,4,578000,0,0,2014-02-14,0.00019461716005975127
321,MOODYS CORP,COM,615369105,939594,11973928,SH, ,DFND,"4,8,11",11973928,0,0,2014-02-14,0.008962462181501835
322,MOODYS CORP,COM,615369105,996243,12695850,SH, ,DFND,"4,11",12695850,0,0,2014-02-14,0.00950281739888285
323,NATIONAL OILWELL VARCO INC,COM,637071101,335338,4216500,SH, ,DFND,4,4216500,0,0,2014-02-14,0.003198673196104341
324,NATIONAL OILWELL VARCO INC,COM,637071101,370888,4663500,SH, ,DFND,"4,8,11",4663500,0,0,2014-02-14,0.0035377723501564
325,PHILLIPS 66,COM,718546104,501021,6495800,SH, ,DFND,4,6495800,0,0,2014-02-14,0.004779066027069384
326,PHILLIPS 66,COM,718546104,702936,9113650,SH, ,DFND,"4,8,11",9113650,0,0,2014-02-14,0.006705063374197977
327,PHILLIPS 66,COM,718546104,77103,999650,SH, ,DFND,"4,10",999650,0,0,2014-02-14,0.0007354588488010098
328,PHILLIPS 66,COM,718546104,814093,10554818,SH, ,DFND,"4,11",10554818,0,0,2014-02-14,0.007765351550483904
329,PRECISION CASTPARTS CORP,COM,740189105,319049,1184735,SH, ,DFND,4,1184735,0,0,2014-02-14,0.003043298059104229
330,PRECISION CASTPARTS CORP,COM,740189105,213447,792601,SH, ,DFND,"4,8,11",792601,0,0,2014-02-14,0.0020359971064683492
331,PROCTER & GAMBLE CO,COM,742718109,25677,315400,SH, ,DFND,4,315400,0,0,2014-02-14,0.0002449240219013985
332,PROCTER & GAMBLE CO,COM,742718109,1650995,20280000,SH, ,DFND,"4,5",20280000,0,0,2014-02-14,0.015748270262846104
333,PROCTER & GAMBLE CO,COM,742718109,127000,1560000,SH, ,DFND,"4,6",1560000,0,0,2014-02-14,0.0012114090735474397
334,PROCTER & GAMBLE CO,COM,742718109,507998,6240000,SH, ,DFND,"4,8,11",6240000,0,0,2014-02-14,0.004845617216881514
335,PROCTER & GAMBLE CO,COM,742718109,507998,6240000,SH, ,DFND,"4,10",6240000,0,0,2014-02-14,0.004845617216881514
336,PROCTER & GAMBLE CO,COM,742718109,1414717,17377678,SH, ,DFND,"4,11",17377678,0,0,2014-02-14,0.013494496144108765
337,PROCTER & GAMBLE CO,COM,742718109,63500,780000,SH, ,DFND,"4,12",780000,0,0,2014-02-14,0.0006057045367737199
338,SANOFI,SPONSORED ADR,80105N105,22600,421400,SH, ,DFND,"4,8,11",421400,0,0,2014-02-14,0.00021557358316670974
339,SANOFI,SPONSORED ADR,80105N105,27337,509742,SH, ,DFND,"4,5,9",509742,0,0,2014-02-14,0.000260758187744617
340,SANOFI,SPONSORED ADR,80105N105,9080,169300,SH, ,DFND,"4,10",169300,0,0,2014-02-14,8.661097943158073e-05
341,SANOFI,SPONSORED ADR,80105N105,150455,2805433,SH, ,DFND,"4,11",2805433,0,0,2014-02-14,0.0014351382059888192
342,STARZ,LIBRTY CAP COM A,85571Q102,76677,2622340,SH, ,DFND,4,2622340,0,0,2014-02-14,0.0007313953821448585
343,STARZ,LIBRTY CAP COM A,85571Q102,56127,1919541,SH, ,DFND,"4,8,11",1919541,0,0,2014-02-14,0.0005353760399291114
344,SUNCOR ENERGY INC NEW,COM,867224107,455650,13000000,SH, ,DFND,"4,8,11",13000000,0,0,2014-02-14,0.004346287750881031
345,TORCHMARK CORP,COM,891027104,9091,116326,SH, ,DFND,"2,4,11",116326,0,0,2014-02-14,8.671590462692736e-05
346,TORCHMARK CORP,COM,891027104,52719,674592,SH, ,DFND,"4,5",674592,0,0,2014-02-14,0.0005028683066799014
347,TORCHMARK CORP,COM,891027104,74989,959550,SH, ,DFND,"4,10",959550,0,0,2014-02-14,0.0007152941339862122
348,TORCHMARK CORP,COM,891027104,194230,2485350,SH, ,DFND,"4,11",2485350,0,0,2014-02-14,0.0018526927901977891
349,US BANCORP DEL,COM NEW,902973304,23847,590275,SH, ,DFND,4,590275,0,0,2014-02-14,0.00022746828485736844
350,US BANCORP DEL,COM NEW,902973304,124028,3070000,SH, ,DFND,"1,2,4,11",3070000,0,0,2014-02-14,0.001183060193495605
351,US BANCORP DEL,COM NEW,902973304,941615,23307300,SH, ,DFND,"4,5",23307300,0,0,2014-02-14,0.008981739801483247
352,US BANCORP DEL,COM NEW,902973304,512244,12679300,SH, ,DFND,"4,8,11",12679300,0,0,2014-02-14,0.004886118342285312
353,US BANCORP DEL,COM NEW,902973304,169874,4204800,SH, ,DFND,"4,5,9",4204800,0,0,2014-02-14,0.0016203693303921084
354,US BANCORP DEL,COM NEW,902973304,123220,3050000,SH, ,DFND,"4,10",3050000,0,0,2014-02-14,0.001175352960964689
355,US BANCORP DEL,COM NEW,902973304,1239239,30674226,SH, ,DFND,"4,11",30674226,0,0,2014-02-14,0.011820672196014612
356,US BANCORP DEL,COM NEW,902973304,70498,1745000,SH, ,DFND,"4,14",1745000,0,0,2014-02-14,0.0006724560383224205
357,U S G CORP,COM NEW,903293405,323632,11403509,SH, ,DFND,"2,4,11",11403509,0,0,2014-02-14,0.0030870137109472832
358,U S G CORP,COM NEW,903293405,666552,23486665,SH, ,DFND,"4,11",23486665,0,0,2014-02-14,0.006358008982607819
359,UNITED PARCEL SERVICE INC,CL B,911312106,6242,59400,SH, ,DFND,4,59400,0,0,2014-02-14,5.954027903215054e-05
360,VERISIGN INC,COM,92343E102,270325,4522000,SH, ,DFND,4,4522000,0,0,2014-02-14,0.0025785366756433986
361,VERISIGN INC,COM,92343E102,384955,6439520,SH, ,DFND,"4,8,11",6439520,0,0,2014-02-14,0.0036719525976964935
362,VERISK ANALYTICS INC,CL A,92345Y106,102749,1563434,SH, ,DFND,"4,8,11",1563434,0,0,2014-02-14,0.0009800871724246131
363,VIACOM INC NEW,CL B,92553P201,345342,3954000,SH, ,DFND,4,3954000,0,0,2014-02-14,0.003294097891945039
364,VIACOM INC NEW,CL B,92553P201,319070,3653200,SH, ,DFND,"4,8,11",3653200,0,0,2014-02-14,0.0030434983708408
365,VISA INC,COM CL A,92826C839,346370,1555459,SH, ,DFND,"4,8,11",1555459,0,0,2014-02-14,0.0033039036283828874
366,WABCO HLDGS INC,COM,92927K102,227326,2433632,SH, ,DFND,4,2433632,0,0,2014-02-14,0.0021683840870334275
367,WABCO HLDGS INC,COM,92927K102,153444,1642693,SH, ,DFND,"4,8,11",1642693,0,0,2014-02-14,0.0014636492431607348
368,WAL MART STORES INC,COM,931142103,22820,290000,SH, ,DFND,4,290000,0,0,2014-02-14,0.00021767208707364232
369,WAL MART STORES INC,COM,931142103,13377,170000,SH, ,DFND,"1,2,4,11",170000,0,0,2014-02-14,0.00012759857619562285
370,WAL MART STORES INC,COM,931142103,2321,29500,SH, ,DFND,"2,4,11",29500,0,0,2014-02-14,2.213921621813864e-05
371,WAL MART STORES INC,COM,931142103,330498,4200000,SH, ,DFND,"3,4,5",4200000,0,0,2014-02-14,0.0031525061101518245
372,WAL MART STORES INC,COM,931142103,120698,1533840,SH, ,DFND,"4,5",1533840,0,0,2014-02-14,0.001151296475267944
373,WAL MART STORES INC,COM,931142103,20145,256000,SH, ,DFND,"4,6",256000,0,0,2014-02-14,0.00019215618729616672
374,WAL MART STORES INC,COM,931142103,74441,946000,SH, ,DFND,"4,8,11",946000,0,0,2014-02-14,0.0007100669515271256
375,WAL MART STORES INC,COM,931142103,140776,1789000,SH, ,DFND,"4,5,9",1789000,0,0,2014-02-14,0.0013428135727379083
376,WAL MART STORES INC,COM,931142103,66808,849000,SH, ,DFND,"4,10",849000,0,0,2014-02-14,0.0006372584046106878
377,WAL MART STORES INC,COM,931142103,3061780,38909393,SH, ,DFND,"4,11",38909393,0,0,2014-02-14,0.02920526041894551
378,WAL MART STORES INC,COM,931142103,40211,511000,SH, ,DFND,"4,14",511000,0,0,2014-02-14,0.00038355882091666216
379,WELLS FARGO & CO NEW,COM,949746101,304156,6699470,SH, ,DFND,4,6699470,0,0,2014-02-14,0.0029012388832590163
380,WELLS FARGO & CO NEW,COM,949746101,726400,16000000,SH, ,DFND,"1,2,4,11",16000000,0,0,2014-02-14,0.006928878354526458
381,WELLS FARGO & CO NEW,COM,949746101,240779,5303500,SH, ,DFND,"2,4,11",5303500,0,0,2014-02-14,0.0022967076009423543
382,WELLS FARGO & CO NEW,COM,949746101,309304,6812857,SH, ,DFND,"3,4,5",6812857,0,0,2014-02-14,0.0029503438746812383
383,WELLS FARGO & CO NEW,COM,949746101,3398363,74853819,SH, ,DFND,"4,5",74853819,0,0,2014-02-14,0.03241580923943226
384,WELLS FARGO & CO NEW,COM,949746101,37228,820000,SH, ,DFND,"4,6",820000,0,0,2014-02-14,0.000355105015669481
385,WELLS FARGO & CO NEW,COM,949746101,77180,1700000,SH, ,DFND,"4,7",1700000,0,0,2014-02-14,0.0007361933251684361
386,WELLS FARGO & CO NEW,COM,949746101,1637542,36069200,SH, ,DFND,"4,8,11",36069200,0,0,2014-02-14,0.015619946748937177
387,WELLS FARGO & CO NEW,COM,949746101,466122,10267000,SH, ,DFND,"4,5,9",10267000,0,0,2014-02-14,0.004446176536851021
388,WELLS FARGO & CO NEW,COM,949746101,2543229,56018270,SH, ,DFND,"4,10",56018270,0,0,2014-02-14,0.02425898178511009
389,WELLS FARGO & CO NEW,COM,949746101,11010239,242516287,SH, ,DFND,"4,11",242516287,0,0,2014-02-14,0.1050228616261881
390,WELLS FARGO & CO NEW,COM,949746101,126575,2788000,SH, ,DFND,"4,12",2788000,0,0,2014-02-14,0.0012073551455454108
391,WELLS FARGO & CO NEW,COM,949746101,73081,1609720,SH, ,DFND,"4,13",1609720,0,0,2014-02-14,0.0006970943819206333
392,WELLS FARGO & CO NEW,COM,949746101,90800,2000000,SH, ,DFND,"4,14",2000000,0,0,2014-02-14,0.0008661097943158072
393,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,262397,2948285,SH, ,DFND,"4,8,11",2948285,0,0,2014-02-14,0.002502914225760847
